SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-17-2019,Condo/Co-op,1828 Eddy St #201,San Francisco,CA,94115,865000,1,1.5,Western Addition,672,,2000,381,1287,488,Sold,,,http://www.redfin.com/CA/San-Francisco/1828-Eddy-St-94115/unit-201/home/1641166,San Francisco MLS,489808,N,Y,37.780929,-122.438483
PAST SALE,November-7-2019,Condo/Co-op,138 28th St #4,San Francisco,CA,94131,905000,1,1,San Francisco County,613,2849,1950,360,1476,130,Sold,,,http://www.redfin.com/CA/San-Francisco/138-28th-St-94131/unit-4/home/22043156,BAREIS,21925423,N,Y,37.7456186,-122.425539
PAST SALE,April-1-2019,Condo/Co-op,2211 California St #407,San Francisco,CA,94115,779000,1,1,Pacific Heights,615,,1911,580,1267,599,Sold,,,http://www.redfin.com/CA/San-Francisco/2211-California-St-94115/unit-407/home/1838422,San Francisco MLS,480013,N,Y,37.7889605,-122.430971
PAST SALE,June-25-2019,Condo/Co-op,444 Francisco St #301,San Francisco,CA,94133,841000,1,1,North Beach,611,,1981,495,1376,585,Sold,,,http://www.redfin.com/CA/San-Francisco/444-Francisco-St-94133/unit-301/home/1028358,San Francisco MLS,485508,N,Y,37.804975,-122.4125495
PAST SALE,September-24-2020,Condo/Co-op,2298 Green St #3,San Francisco,CA,94123,790000,1,1,Pacific Heights,680,,1909,38,1162,536,Sold,,,http://www.redfin.com/CA/San-Francisco/2298-Green-St-94123/unit-3/home/102820155,San Francisco MLS,500712,N,Y,37.796204,-122.436787
PAST SALE,March-19-2020,Condo/Co-op,900 Bush St #509,San Francisco,CA,94109,659000,1,1,Downtown,633,,1982,227,1041,1007,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-509/home/1208620,San Francisco MLS,494599,N,Y,37.7899451,-122.4127266
PAST SALE,July-19-2019,Condo/Co-op,630 Mason St #403,San Francisco,CA,94108,715000,1,1,Downtown,750,,1927,471,953,550,Sold,,,http://www.redfin.com/CA/San-Francisco/630-Mason-St-94108/unit-403/home/12392945,San Francisco MLS,485898,N,Y,37.7894484,-122.4100541
PAST SALE,March-22-2019,Condo/Co-op,2311 Scott St #4,San Francisco,CA,94115,950000,1,1,Pacific Heights,735,,1965,590,1293,335,Sold,,,http://www.redfin.com/CA/San-Francisco/2311-Scott-St-94115/unit-4/home/11743041,San Francisco MLS,479588,N,Y,37.7913686,-122.439706
PAST SALE,September-8-2020,Condo/Co-op,2 Mint Plz #306,San Francisco,CA,94103,660000,1,1,South of Market,674,,1926,54,979,774,Sold,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-306/home/17304424,San Francisco MLS,498706,N,Y,37.7831725,-122.407689
PAST SALE,,Condo/Co-op,1450 Post St #717,San Francisco,CA,94109,408500,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-717/home/1277790,,,N,Y,37.7863611,-122.4258311
PAST SALE,March-2-2020,Condo/Co-op,220 Lombard St #219,SAN FRANCISCO,CA,94111,640000,1,1,SAN FRANCISCO,709,50188,1992,244,903,867,Sold,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-219/home/542217,MLSListings,ML81765039,N,Y,37.8042439,-122.4055041
PAST SALE,,Single Family Residential,139 Sweeny St,San Francisco,CA,94134,850000,5,5,,,1875,1900,,,,,,,http://www.redfin.com/CA/San-Francisco/139-Sweeny-St-94134/home/1874636,,,N,Y,37.7327372,-122.4081343
PAST SALE,November-15-2018,Condo/Co-op,1450 Post St #817,San Francisco,CA,94109,235000,1,1,Lower Pacific Height,544,,1992,717,432,4586,Sold,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-817/home/1731437,San Francisco MLS,459036,N,Y,37.7863611,-122.4258311
PAST SALE,February-20-2020,Single Family Residential,208 Winfield St,San Francisco,CA,94110,1200000,1,1,Bernal Heights,720,1746,1910,255,1667,,Sold,,,http://www.redfin.com/CA/San-Francisco/208-Winfield-St-94110/home/1379132,San Francisco MLS,494555,N,Y,37.741857,-122.4192404
PAST SALE,December-3-2019,Condo/Co-op,758 Haight St #2,SAN FRANCISCO,CA,94117,850000,1,1,SAN FRANCISCO,665,,1900,334,1278,286,Sold,,,http://www.redfin.com/CA/San-Francisco/758-Haight-St-94117/unit-2/home/114068738,MLSListings,ML81771521,N,Y,37.771855,-122.434677
PAST SALE,,Condo/Co-op,146 Portola Dr #301,San Francisco,CA,94131,675000,,9,,,,1963,,,,,,,http://www.redfin.com/CA/San-Francisco/146-Portola-Dr-94131/unit-301/home/1525951,,,N,Y,37.748677,-122.4443131
PAST SALE,November-27-2018,Condo/Co-op,3336 San Bruno Ave #201,San Francisco,CA,94134,550000,1,1,Visitacion Valley,712,,1980,705,772,220,Sold,,,http://www.redfin.com/CA/San-Francisco/3336-San-Bruno-Ave-94134/unit-201/home/782392,San Francisco MLS,476424,N,Y,37.7195004,-122.4007919
PAST SALE,September-16-2020,Condo/Co-op,355 Buena Vista Ave #313,San Francisco,CA,94117,795000,1,1,Buena Vista Park,625,,1986,46,1272,764,Sold,,,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-313/home/944189,San Francisco MLS,503491,N,Y,37.7675587,-122.440072
PAST SALE,October-23-2019,Condo/Co-op,172 Langton St,San Francisco,CA,94103,710000,1,1,South of Market,620,,1907,375,1145,261,Sold,,,http://www.redfin.com/CA/San-Francisco/172-Langton-St-94103/home/167306704,San Francisco MLS,489805,N,Y,37.775364,-122.4074377
PAST SALE,,Condo/Co-op,1655 Chestnut St #104,San Francisco,CA,94123,750000,,1,,,,1980,,,,,,,http://www.redfin.com/CA/San-Francisco/1655-Chestnut-St-94123/unit-104/home/560095,,,N,Y,37.8012584,-122.4305183
PAST SALE,May-22-2019,Condo/Co-op,2336 Jones Unit A,San Francisco,CA,94133,855000,1,1,Russian Hill,504,,1908,529,1696,272,Sold,,,http://www.redfin.com/CA/San-Francisco/2336-Jones-St-94133/unit-A/home/161552318,San Francisco MLS,483329,N,Y,37.8029975,-122.416336
PAST SALE,June-1-2020,Condo/Co-op,111 Chestnut St #212,San Francisco,CA,94111,650000,1,1,North Waterfront,622,,1993,153,1045,845,Sold,,,http://www.redfin.com/CA/San-Francisco/111-Chestnut-St-94111/unit-212/home/1126168,San Francisco MLS,494359,N,Y,37.8042439,-122.4055041
PAST SALE,May-27-2020,Condo/Co-op,733 Chestnut St #2,San Francisco,CA,94133,800000,1,1,Russian Hill,650,,1958,158,1231,284,Sold,,,http://www.redfin.com/CA/San-Francisco/733-Chestnut-St-94133/unit-2/home/21912674,San Francisco MLS,496661,N,Y,37.803196,-122.415448
PAST SALE,April-11-2019,Condo/Co-op,900 Bush St #1203,San Francisco,CA,94109,725000,1,1,Downtown,606,,1982,570,1196,992,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-1203/home/1498239,San Francisco MLS,481399,N,Y,37.7899069,-122.4123875
PAST SALE,July-12-2019,Condo/Co-op,1001 Pine St #103,San Francisco,CA,94109,960000,1,1,Downtown,616,,1963,478,1558,507,Sold,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-103/home/1561417,San Francisco MLS,486295,N,Y,37.7903477,-122.4125675
PAST SALE,July-10-2019,Condo/Co-op,900 Bush St #519,San Francisco,CA,94109,705000,1,1,Downtown,686,,1982,480,1028,1033,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-519/home/1483052,San Francisco MLS,485576,N,Y,37.7899451,-122.4127266
PAST SALE,December-7-2018,Condo/Co-op,355 Buena Vista Ave #211,San Francisco,CA,94117,725000,1,1,Buena Vista Park,620,,1986,695,1169,714,Sold,,,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-211/home/2033997,San Francisco MLS,478604,N,Y,37.7675587,-122.440072
PAST SALE,May-20-2019,Condo/Co-op,351 Buena Vista Ave Unit 505E,San Francisco,CA,94117,798000,1,1,Buena Vista Park,722,,1987,531,1105,734,Sold,,,http://www.redfin.com/CA/San-Francisco/351-Buena-Vista-Ave-E-94117/unit-505E/home/102814372,San Francisco MLS,483556,N,Y,37.7675387,-122.4401564
PAST SALE,July-17-2020,Condo/Co-op,1440 Broadway #304,San Francisco,CA,94109,800000,1,1,Nob Hill,685,,1982,107,1168,677,Sold,,,http://www.redfin.com/CA/San-Francisco/1440-Broadway-94109/unit-304/home/1987159,San Francisco MLS,500333,N,Y,37.7963851,-122.4207265
PAST SALE,June-4-2019,Condo/Co-op,601 Van Ness Ave #551,San Francisco,CA,94102,560000,1,1,Van Ness/Civic Center,539,,1982,516,1039,744,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-551/home/1288552,San Francisco MLS,484309,N,Y,37.7813857,-122.4214063
PAST SALE,January-21-2020,Condo/Co-op,601 Van Ness Ave #812,San Francisco,CA,94102,665000,1,1,Van Ness/Civic Center,708,,1982,285,939,857,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-812/home/1877261,San Francisco MLS,490251,N,Y,37.7813857,-122.4214063
PAST SALE,,Condo/Co-op,1450 Post St #207,San Francisco,CA,94109,313500,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-207/home/571742,,,N,Y,37.7863611,-122.4258311
PAST SALE,,Condo/Co-op,1450 Post St #815,San Francisco,CA,94109,234000,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-815/home/571872,,,N,Y,37.7863611,-122.4258311
PAST SALE,December-11-2019,Condo/Co-op,550 South Van Ness Ave #405,San Francisco,CA,94110,256633,1,1,Inner Mission,540,,1992,326,475,440,Sold,,,http://www.redfin.com/CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-405/home/1112891,San Francisco MLS,487128,N,Y,37.7643531,-122.4178541
PAST SALE,December-16-2019,Condo/Co-op,550 South Van Ness Ave #205,San Francisco,CA,94110,232987,1,1,Inner Mission,540,,1992,321,431,440,Sold,,,http://www.redfin.com/CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-205/home/1911625,San Francisco MLS,486132,N,Y,37.7643531,-122.4178541
PAST SALE,May-13-2019,Condo/Co-op,1471 A McAllister St,San Francisco,CA,94115,760000,1,1,Alamo Square,712,,1900,538,1067,182,Sold,,,http://www.redfin.com/CA/San-Francisco/1471A-McAllister-St-94115/home/148061341,San Francisco MLS,482232,N,Y,37.7778444,-122.4361005
PAST SALE,July-15-2020,Condo/Co-op,988 Fulton St #214,San Francisco,CA,94117,871000,1,1,Western Addition,701,,1999,109,1243,511,Sold,,,http://www.redfin.com/CA/San-Francisco/988-Fulton-St-94117/unit-214/home/12402270,San Francisco MLS,500097,N,Y,37.778036,-122.4325115
PAST SALE,March-23-2020,Condo/Co-op,2225 23rd St #118,San Francisco,CA,94107,675000,1,1,Potrero Hill,602,,1989,223,1121,485,Sold,,,http://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-118/home/735718,San Francisco MLS,494839,N,Y,37.7539036,-122.4020126
PAST SALE,December-23-2019,Condo/Co-op,930 Elizabeth St #4,San Francisco,CA,94114,645000,1,1,Noe Valley,576,,1960,314,1120,443,Sold,,,http://www.redfin.com/CA/San-Francisco/930-Elizabeth-St-94114/home/1446337,San Francisco MLS,488524,N,Y,37.7518371,-122.4413932
PAST SALE,March-17-2020,Condo/Co-op,175 Red Rock Way Unit 305K,San Francisco,CA,94131,625000,1,1,Diamond Heights,650,,1972,229,962,491,Sold,,,http://www.redfin.com/CA/San-Francisco/175-Red-Rock-Way-94131/unit-305K/home/1664565,San Francisco MLS,495490,N,Y,37.745807,-122.442069
PAST SALE,July-31-2020,Condo/Co-op,3395 Market St,San Francisco,CA,94114,869000,1,1,Eureka Valley/Dolore,742,,1906,93,1171,396,Sold,,,http://www.redfin.com/CA/San-Francisco/3395-Market-St-94114/home/28890366,San Francisco MLS,500230,N,Y,37.7579936,-122.4430826
PAST SALE,April-26-2019,Condo/Co-op,970 Duncan St Unit 207F,San Francisco,CA,94131,660000,1,1,Diamond Heights,750,,1972,555,880,555,Sold,,,http://www.redfin.com/CA/San-Francisco/970-Duncan-St-94131/unit-207F/home/1169077,San Francisco MLS,482205,N,Y,37.7453891,-122.4419908
PAST SALE,November-16-2018,Single Family Residential,169 Yukon St,San Francisco,CA,94114,1225000,1,1,Eureka Valley/Dolore,748,1711,1910,716,1638,,Sold,,,http://www.redfin.com/CA/San-Francisco/169-Yukon-St-94114/home/1334336,San Francisco MLS,476964,N,Y,37.7572915,-122.4421788
PAST SALE,April-23-2019,Condo/Co-op,655 Corbett Ave #203,San Francisco,CA,94114,750000,1,1,Twin Peaks,619,,1964,558,1212,446,Sold,,,http://www.redfin.com/CA/San-Francisco/655-Corbett-Ave-94114/unit-203/home/2036833,San Francisco MLS,482273,N,Y,37.7565294,-122.4430524
PAST SALE,October-17-2019,Condo/Co-op,5320 Diamond Heights Blvd Unit 102K,San Francisco,CA,94131,726000,1,1,Diamond Heights,657,,1975,381,1105,540,Sold,,,http://www.redfin.com/CA/San-Francisco/5320-Diamond-Heights-Blvd-94131/unit-102K/home/110208477,San Francisco MLS,490254,N,Y,37.742772,-122.4368815
PAST SALE,,Condo/Co-op,1450 Post St #512,San Francisco,CA,94109,424000,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-512/home/571819,,,N,Y,37.7863611,-122.4258311
PAST SALE,,Condo/Co-op,1450 Post St #505,San Francisco,CA,94109,157500,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-505/home/1787951,,,N,Y,37.7863611,-122.4258311
PAST SALE,May-16-2019,Condo/Co-op,1 Daniel Burnham Ct #418,San Francisco,CA,94109,805000,1,1,Van Ness/Civic Center,732,,1988,535,1100,727,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-418/home/572201,San Francisco MLS,483384,N,Y,37.7867552,-122.4224907
PAST SALE,,Condo/Co-op,1450 Post St #202,San Francisco,CA,94109,307000,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-202/home/1995697,,,N,Y,37.7863611,-122.4258311
PAST SALE,November-30-2018,Condo/Co-op,1805 Pine St #22,San Francisco,CA,94109,575000,1,1,Lower Pacific Height,530,,1924,702,1085,367,Sold,,,http://www.redfin.com/CA/San-Francisco/1805-Pine-St-94109/unit-22/home/569343,San Francisco MLS,476911,N,Y,37.7887911,-122.4256463
PAST SALE,April-1-2020,Condo/Co-op,2155 Buchanan St #10,San Francisco,CA,94115,813000,1,1,Pacific Heights,665,,1919,214,1223,550,Sold,,,http://www.redfin.com/CA/San-Francisco/2155-Buchanan-St-94115/unit-10/home/1322996,San Francisco MLS,495699,N,Y,37.7900372,-122.4309687
PAST SALE,November-1-2019,Condo/Co-op,150 Page St #103,San Francisco,CA,94102,905000,1,1,Hayes Valley,746,,1929,366,1213,499,Sold,,,http://www.redfin.com/CA/San-Francisco/150-Page-St-94102/unit-103/home/1877364,San Francisco MLS,490129,N,Y,37.7742186,-122.42342
PAST SALE,,Condo/Co-op,240 Lombard St #836,San Francisco,CA,94111,720000,,,,,,1993,,,,,,,http://www.redfin.com/CA/San-Francisco/240-Lombard-St-94111/unit-836/home/960619,,,N,Y,37.8042439,-122.4055041
PAST SALE,July-10-2019,Condo/Co-op,2 Fallon Pl #11,San Francisco,CA,94133,725000,1,1,Russian Hill,561,,1980,480,1292,630,Sold,,,http://www.redfin.com/CA/San-Francisco/2-Fallon-Pl-94133/unit-11/home/114071254,San Francisco MLS,485823,N,Y,37.7977149,-122.4133405
PAST SALE,March-2-2020,Condo/Co-op,220 Lombard St #522,SAN FRANCISCO,CA,94111,685000,1,1,SAN FRANCISCO,603,50188,1993,244,1136,867,Sold,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-522/home/1738117,MLSListings,ML81760524,N,Y,37.8042439,-122.4055041
PAST SALE,September-4-2020,Condo/Co-op,460 Francisco St #102,SAN FRANCISCO,CA,94133,720000,1,1,SAN FRANCISCO,585,,1982,58,1231,273,Sold,,,http://www.redfin.com/CA/San-Francisco/460-Francisco-St-94133/unit-102/home/1963058,MLSListings,ML81803549,N,Y,37.8049401,-122.4128236
PAST SALE,February-4-2020,Condo/Co-op,216 Roanoke St,San Francisco,CA,94131,818000,1,1,Glen Park,695,,1913,271,1177,100,Sold,,,http://www.redfin.com/CA/San-Francisco/216-Roanoke-St-94131/home/12278041,San Francisco MLS,491743,N,Y,37.735232,-122.430273
PAST SALE,October-1-2019,Single Family Residential,17 Laidley St,San Francisco,CA,94131,652000,1,1,Glen Park,570,614,1907,397,1144,,Sold,,,http://www.redfin.com/CA/San-Francisco/17-Laidley-St-94131/home/967375,San Francisco MLS,489366,N,Y,37.741394,-122.4316808
PAST SALE,November-29-2018,Condo/Co-op,333 Grant Ave #502,San Francisco,CA,94108,785000,1,1.5,Financial District,687,,1908,703,1143,809,Sold,,,http://www.redfin.com/CA/San-Francisco/333-Grant-Ave-94108/unit-502/home/1836987,San Francisco MLS,477918,N,Y,37.7901504,-122.4058696
PAST SALE,February-19-2020,Condo/Co-op,469 Clementina St #2,San Francisco,CA,94103,755000,1,1,South of Market,622,,1993,256,1214,463,Sold,,,http://www.redfin.com/CA/San-Francisco/469-Clementina-St-94103/unit-2/home/721492,San Francisco MLS,493436,N,Y,37.7793364,-122.405351
PAST SALE,April-4-2019,Condo/Co-op,988 Fulton St #116,San Francisco,CA,94117,805000,1,1,Western Addition,695,,1999,577,1158,439,Sold,,,http://www.redfin.com/CA/San-Francisco/988-Fulton-St-94117/unit-116/home/12402523,San Francisco MLS,480548,N,Y,37.778036,-122.4325115
PAST SALE,,Condo/Co-op,95 McCoppin St Unit E205,San Francisco,CA,94103,,1,1,,,,1997,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/95-McCoppin-St-94103/unit-E205/home/1438325,San Francisco MLS,,N,Y,37.771152,-122.4220593
PAST SALE,October-2-2020,Condo/Co-op,77 7th Ave Unit E,San Francisco,CA,94118,730000,1,1,Lake,675,,1905,30,1081,280,Sold,,,http://www.redfin.com/CA/San-Francisco/77-7th-Ave-94118/unit-E/home/21999008,San Francisco MLS,503217,N,Y,37.7870486,-122.466074
PAST SALE,December-3-2018,Condo/Co-op,930 Pine St #116,San Francisco,CA,94108,725000,1,1,Downtown,705,,1973,699,1028,536,Sold,,,http://www.redfin.com/CA/San-Francisco/930-Pine-St-94108/unit-116/home/2020728,San Francisco MLS,476100,N,Y,37.7910683,-122.4113131
PAST SALE,December-28-2018,Condo/Co-op,1260 Clay St #303,San Francisco,CA,94108,750000,1,1,Nob Hill,575,,1950,674,1304,510,Sold,,,http://www.redfin.com/CA/San-Francisco/1260-Clay-St-94108/unit-303/home/548712,San Francisco MLS,477771,N,Y,37.7935706,-122.4136811
PAST SALE,September-4-2020,Condo/Co-op,900 Bush St #310,San Francisco,CA,94109,575000,1,1,Downtown,528,,1982,58,1089,945,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-310/home/102816964,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913334,N,Y,37.7898391,-122.4124276
PAST SALE,,Condo/Co-op,1655 Greenwich St,San Francisco,CA,94123,1040000,1,1,,,,1900,,,,,,,http://www.redfin.com/CA/San-Francisco/1655-Greenwich-St-94123/home/855576,,,N,Y,37.7999911,-122.4267277
PAST SALE,July-19-2019,Condo/Co-op,2062 Green St,San Francisco,CA,94123,840000,1,1,Pacific Heights,630,,1948,471,1333,443,Sold,,,http://www.redfin.com/CA/San-Francisco/2062-Green-St-94123/home/560369,San Francisco MLS,486419,N,Y,37.796672,-122.433164
PAST SALE,December-31-2019,Condo/Co-op,601 Van Ness Ave #710,San Francisco,CA,94102,565000,1,1,Van Ness/Civic Center,672,,1982,306,841,857,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-710/home/1305294,San Francisco MLS,492499,N,Y,37.7813857,-122.4214063
PAST SALE,,Condo/Co-op,1450 Post St #312,San Francisco,CA,94109,456500,1,1,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-312/home/1451269,,,N,Y,37.7863611,-122.4258311
PAST SALE,May-28-2019,Condo/Co-op,601 Van Ness Ave #1106,San Francisco,CA,94102,665000,1,1,Van Ness/Civic Center,718,,1982,523,926,857,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1106/home/1020709,San Francisco MLS,483514,N,Y,37.7813857,-122.4214063
PAST SALE,January-8-2020,Condo/Co-op,1 Daniel Burnham #802,San Francisco,CA,94109,775000,1,1,Van Ness/Civic Center,749,,,298,1035,762,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-802/home/572850,San Francisco MLS,491408,N,Y,37.7867552,-122.4224907
PAST SALE,,Condo/Co-op,1450 Post St #509,San Francisco,CA,94109,329500,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-509/home/1384146,,,N,Y,37.7863611,-122.4258311
PAST SALE,,Condo/Co-op,1450 Post St #1204,San Francisco,CA,94109,591000,,,,,,1992,,,,,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-1204/home/1010998,,,N,Y,37.7863611,-122.4258311
PAST SALE,January-3-2019,Condo/Co-op,1 Daniel Burnham #1116,San Francisco,CA,94109,808500,1,1,Van Ness/Civic Center,750,,,668,1078,727,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-1116/home/1507151,San Francisco MLS,476504,N,Y,37.7867552,-122.4224907
PAST SALE,January-4-2019,Condo/Co-op,940 Duncan St Unit 203D,San Francisco,CA,94131,760000,1,1,Diamond Heights,744,,1972,667,1022,544,Sold,,,http://www.redfin.com/CA/San-Francisco/940-Duncan-St-94131/unit-203D/home/1829817,San Francisco MLS,476147,N,Y,37.7454451,-122.4408406
PAST SALE,January-24-2019,Condo/Co-op,401 Hoffman St,San Francisco,CA,94114,810000,1,1,Noe Valley,700,,1913,647,1157,397,Sold,,,http://www.redfin.com/CA/San-Francisco/401-Hoffman-Ave-94114/home/156433181,San Francisco MLS,480539,N,Y,37.7507415,-122.4404446
PAST SALE,March-16-2020,Condo/Co-op,55 Red Rock Way Unit 203O,San Francisco,CA,94131,638000,1,1,Diamond Heights,592,,1972,230,1078,491,Sold,,,http://www.redfin.com/CA/San-Francisco/55-Red-Rock-Way-94131/unit-203O/home/2028316,San Francisco MLS,494943,N,Y,37.7459864,-122.4410176
PAST SALE,October-11-2019,Condo/Co-op,5320-5330 Diamond Heights Blvd Unit 301K,San Francisco,CA,94131,700000,1,1,Diamond Heights,650,,1975,387,1077,540,Sold,,,http://www.redfin.com/CA/San-Francisco/5320-Diamond-Heights-Blvd-94131/unit-301K/home/168947244,San Francisco MLS,489406,N,Y,37.742772,-122.4368815
PAST SALE,August-28-2020,Condo/Co-op,20 Parkridge Dr #7,San Francisco,CA,94131,702000,1,1,Twin Peaks,715,,1967,65,982,398,Sold,,,http://www.redfin.com/CA/San-Francisco/20-Parkridge-Dr-94131/unit-7/home/40265865,San Francisco MLS,499922,N,Y,37.7512222,-122.445551
PAST SALE,August-26-2020,Condo/Co-op,469 Clementina St #8,San Francisco,CA,94103,679000,1,1,South of Market,563,,1993,67,1206,463,Sold,,,http://www.redfin.com/CA/San-Francisco/469-Clementina-St-94103/unit-8/home/721503,San Francisco MLS,496826,N,Y,37.7793364,-122.405351
PAST SALE,March-25-2020,Condo/Co-op,1395 Lyon St #3,SAN FRANCISCO,CA,94115,630000,1,1,SAN FRANCISCO,556,,1959,221,1133,300,Sold,,,http://www.redfin.com/CA/San-Francisco/1395-Lyon-St-94115/unit-3/home/11929078,MLSListings,ML81783653,N,Y,37.7833791,-122.4448025
PAST SALE,October-5-2020,Condo/Co-op,2999 California St #503,San Francisco,CA,94115,649500,1,1,Pacific Heights,613,,1929,27,1060,584,Sold,,,http://www.redfin.com/CA/San-Francisco/2999-California-St-94115/unit-503/home/1236685,San Francisco MLS,505801,N,Y,37.7874451,-122.443491
PAST SALE,November-8-2019,Single Family Residential,532 Arlington St,San Francisco,CA,94131,800000,1,1,Glen Park,661,2247,1906,359,1210,,Sold,,,http://www.redfin.com/CA/San-Francisco/532-Arlington-St-94131/home/809463,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40888870,N,Y,37.7346111,-122.4307014
PAST SALE,January-4-2019,Condo/Co-op,1635 10th Ave #8,San Francisco,CA,94122,705000,1,1,Inner Sunset,632,,1961,667,1116,340,Sold,,,http://www.redfin.com/CA/San-Francisco/1635-10th-Ave-94122/unit-8/home/148033898,San Francisco MLS,478593,N,Y,37.7577286,-122.4672681
PAST SALE,November-12-2018,Condo/Co-op,1635 10th Ave #6,San Francisco,CA,94122,675000,1,1,Inner Sunset,632,,1961,720,1068,340,Sold,,,http://www.redfin.com/CA/San-Francisco/1635-10th-Ave-94122/unit-6/home/145840662,San Francisco MLS,471462,N,Y,37.7577286,-122.4672681
PAST SALE,,Condo/Co-op,855 La Playa St #154,San Francisco,CA,94121,640000,1,1,,,,1982,,,,,,,http://www.redfin.com/CA/San-Francisco/855-La-Playa-St-94121/unit-154/home/1756818,,,N,Y,37.7722034,-122.5103643
PAST SALE,May-11-2020,Condo/Co-op,795 8th Ave #306,San Francisco,CA,94118,740000,1,1,Inner Richmond,672,,1996,174,1101,565,Sold,,,http://www.redfin.com/CA/San-Francisco/795-8th-Ave-94118/unit-306/home/621623,San Francisco MLS,494565,N,Y,37.7736382,-122.4662528
PAST SALE,September-18-2020,Condo/Co-op,2025 Ofarrell St #4,San Francisco,CA,94115,590000,1,1,Western Addition,600,,1914,44,983,275,Sold,,,http://www.redfin.com/CA/San-Francisco/2025-O-Farrell-St-94115/unit-4/home/12107835,San Francisco MLS,501521,N,Y,37.7824791,-122.4381015
PAST SALE,December-31-2018,Condo/Co-op,403 Main St Unit 308N,San Francisco,CA,94105,710000,1,1,South Beach,539,,1997,671,1317,416,Sold,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-308N/home/725896,San Francisco MLS,478419,N,Y,37.7880767,-122.3896032
PAST SALE,December-20-2019,Condo/Co-op,439 Greenwich St Unit 3B,SAN FRANCISCO,CA,94133,710000,1,1,SAN FRANCISCO,514,5625,1979,317,1381,474,Sold,,,http://www.redfin.com/CA/San-Francisco/439-Greenwich-St-94133/unit-3B/home/169648976,MLSListings,ML81774589,N,Y,37.8023703,-122.4070392
PAST SALE,April-24-2019,Condo/Co-op,220 Lombard St #323,San Francisco,CA,94111,768000,1,1,North Waterfront,668,,1993,557,1150,883,Sold,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-323/home/542236,San Francisco MLS,483243,N,Y,37.8042439,-122.4055041
