SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-30-2020,Condo/Co-op,350 Broderick St #406,San Francisco,CA,94117,1360000,2,2,North Panhandle,1000,,2007,94,1360,498,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-406/home/22890229,San Francisco MLS,499157,N,Y,37.7734397,-122.4387558
PAST SALE,December-11-2019,Condo/Co-op,2112 Hyde St #1,SAN FRANCISCO,CA,94109,1300000,2,1.5,SAN FRANCISCO,888,2975,1964,326,1464,810,Sold,,,http://www.redfin.com/CA/San-Francisco/2112-Hyde-St-94109/unit-1/home/8190981,MLSListings,ML81775113,N,Y,37.8004493,-122.4190721
PAST SALE,February-28-2020,Condo/Co-op,523-525 Munich St #523,San Francisco,CA,94112,749000,2,2,Excelsior,898,,1900,247,834,300,Sold,,,http://www.redfin.com/CA/San-Francisco/523-Munich-St-94112/unit-523/home/169225606,San Francisco MLS,490651,N,Y,37.7172515,-122.429228
PAST SALE,May-30-2019,Condo/Co-op,765 Burrows St #12,San Francisco,CA,94134,850000,2,1,Portola,818,,1986,521,1039,365,Sold,,,http://www.redfin.com/CA/San-Francisco/765-Burrows-St-94134/unit-12/home/1801963,San Francisco MLS,485298,N,Y,37.7266676,-122.4106956
PAST SALE,January-31-2020,Condo/Co-op,1555 Geary Blvd #5,San Francisco,CA,94115,607000,2,1,Western Addition,850,,,275,714,746,Sold,,,http://www.redfin.com/CA/San-Francisco/1555-Geary-Blvd-94115/unit-5/home/12401173,San Francisco MLS,492399,N,Y,37.7842428,-122.4286183
PAST SALE,December-16-2019,Condo/Co-op,818 Van Ness Ave #706,San Francisco,CA,94109,1099000,2,2,Van Ness/Civic Center,971,,2008,321,1132,608,Sold,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-706/home/40138183,San Francisco MLS,489175,N,Y,37.7832423,-122.4204784
PAST SALE,June-6-2019,Condo/Co-op,3380 20th St #402,San Francisco,CA,94110,1060000,2,1,Inner Mission,818,,,514,1296,499,Sold,,,http://www.redfin.com/CA/San-Francisco/3380-20th-St-94110/unit-402/home/1542592,San Francisco MLS,485027,N,Y,37.7590033,-122.4165384
PAST SALE,October-8-2019,Condo/Co-op,566 South Van Ness Ave #3,San Francisco,CA,94110,1050000,2,2,Inner Mission,940,,2007,390,1117,551,Sold,,,http://www.redfin.com/CA/San-Francisco/566-S-Van-Ness-Ave-94110/unit-3/home/17305324,San Francisco MLS,489497,N,Y,37.7639917,-122.4178195
PAST SALE,June-29-2020,Condo/Co-op,2942 22nd St,San Francisco,CA,94110,935000,2,1,Inner Mission,996,,1909,125,939,546,Sold,,,http://www.redfin.com/CA/San-Francisco/2942-22nd-St-94110/home/12548748,San Francisco MLS,495750,N,Y,37.7559596,-122.4131537
PAST SALE,March-5-2019,Condo/Co-op,1266 Hampshire St,San Francisco,CA,94110,825000,2,2,Inner Mission,950,,,607,868,300,Sold,,,http://www.redfin.com/CA/San-Francisco/1266-Hampshire-St-94110/unit-1268/home/145523881,San Francisco MLS,480093,N,Y,37.7519445,-122.4074775
PAST SALE,November-13-2019,Condo/Co-op,1419 South Van Ness Ave,San Francisco,CA,94110,825000,2,1,Inner Mission,903,,1908,354,914,381,Sold,,,http://www.redfin.com/CA/San-Francisco/1419-S-Van-Ness-Ave-94110/home/1423703,San Francisco MLS,487633,N,Y,37.7503872,-122.4157277
PAST SALE,July-24-2020,Condo/Co-op,1520 Ofarrell St #2,San Francisco,CA,94115,570000,2,1,Western Addition,850,,,100,671,761,Sold,,,http://www.redfin.com/CA/San-Francisco/1520-O-Farrell-St-94115/unit-2/home/12401129,San Francisco MLS,503509,N,Y,37.784068,-122.4301069
PAST SALE,February-28-2020,Condo/Co-op,2060 Sutter St #503,SAN FRANCISCO,CA,94115,1375000,2,2,SAN FRANCISCO,988,,1984,247,1392,693,Sold,,,http://www.redfin.com/CA/San-Francisco/2060-Sutter-St-94115/unit-503/home/1251867,MLSListings,ML81780020,N,Y,37.7862156,-122.4344016
PAST SALE,June-6-2019,Condo/Co-op,25 Sierra St Unit E204,San Francisco,CA,94107,1300000,2,2,Potrero Hill,986,,2006,514,1318,650,Sold,,,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-E204/home/12402482,San Francisco MLS,484468,N,Y,37.7581766,-122.3957327
PAST SALE,December-10-2019,Condo/Co-op,451 Kansas St #558,San Francisco,CA,94107,1000000,2,2,Potrero Hill,932,,2007,327,1073,585,Sold,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-558/home/23424595,San Francisco MLS,491384,N,Y,37.764113,-122.4029865
PAST SALE,March-11-2020,Condo/Co-op,470 Kansas St,San Francisco,CA,94107,1140000,2,1,Potrero Hill,929,,1885,235,1227,255,Sold,,,http://www.redfin.com/CA/San-Francisco/470-Kansas-St-94107/home/2035252,San Francisco MLS,494607,N,Y,37.763914,-122.403766
PAST SALE,January-24-2020,Condo/Co-op,1433 Bush St #803,San Francisco,CA,94109,1495000,2,2,Van Ness/Civic Center,989,,2019,282,1512,594,Sold,,,http://www.redfin.com/CA/San-Francisco/1433-Bush-St-94109/unit-803/home/169042300,San Francisco MLS,489771,N,Y,37.7885311,-122.420976
PAST SALE,March-1-2019,Condo/Co-op,1688 Pine Unit W905,San Francisco,CA,94109,1388888,2,2,Pacific Heights,972,,2016,611,1429,754,Sold,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W905/home/109240317,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40851245,N,Y,37.7895497,-122.4233697
PAST SALE,February-12-2019,Condo/Co-op,1840 Washington St #704,San Francisco,CA,94109,1450000,2,2,Pacific Heights,955,,2012,628,1518,557,Sold,,,http://www.redfin.com/CA/San-Francisco/1840-Washington-St-94109/unit-704/home/45438585,San Francisco MLS,479803,N,Y,37.7932123,-122.4237457
PAST SALE,June-1-2020,Condo/Co-op,940 Duncan St Unit 101D,San Francisco,CA,94131,810000,2,1,Diamond Heights,990,,1972,153,818,664,Sold,,,http://www.redfin.com/CA/San-Francisco/940-Duncan-St-94131/unit-101D/home/1390497,San Francisco MLS,497230,N,Y,37.7454451,-122.4408406
PAST SALE,December-30-2019,Condo/Co-op,10 Innes Ct #202,San Francisco,CA,94124,785000,2,1,Hunters Point,939,,2018,307,836,537,Sold,,,http://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-202/home/166707426,San Francisco MLS,485061,N,Y,37.7280682,-122.3679965
PAST SALE,January-29-2019,Condo/Co-op,75 Ora Way Unit D302,San Francisco,CA,94131,434313,2,1,Diamond Heights,913,,1975,642,476,609,Sold,,,http://www.redfin.com/CA/San-Francisco/75-Ora-Way-94131/unit-D302/home/1786167,San Francisco MLS,474277,N,Y,37.7409065,-122.4368502
PAST SALE,,Condo/Co-op,888 7th St #238,San Francisco,CA,94107,35000,2,1,,,,2007,,,,,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-238/home/17306435,,,N,Y,37.7703795,-122.4010623
PAST SALE,December-14-2018,Condo/Co-op,1725 Washington St #5,San Francisco,CA,94109,1230000,2,2,Nob Hill,907,,2006,688,1356,754,Sold,,,http://www.redfin.com/CA/San-Francisco/1725-Washington-St-94109/unit-5/home/12277003,San Francisco MLS,478431,N,Y,37.7929179,-122.4217338
PAST SALE,July-8-2020,Condo/Co-op,1635 California St #64,San Francisco,CA,94109,1050000,2,2,Nob Hill,915,,2005,116,1148,639,Sold,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-64/home/12277026,San Francisco MLS,498730,N,Y,37.7901833,-122.4213456
PAST SALE,July-22-2019,Condo/Co-op,1635 California St #51,San Francisco,CA,94109,1035000,2,2,Nob Hill,983,,2005,468,1053,655,Sold,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-51/home/12277020,San Francisco MLS,485656,N,Y,37.7901833,-122.4213456
PAST SALE,July-22-2020,Condo/Co-op,1635 California St #24,San Francisco,CA,94109,1050000,2,2,Nob Hill,915,,2005,102,1148,639,Sold,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-24/home/12277015,San Francisco MLS,498429,N,Y,37.7901833,-122.4213456
PAST SALE,December-2-2019,Condo/Co-op,815 Tennessee St #204,SAN FRANCISCO,CA,94107,1245000,2,2,SAN FRANCISCO,925,,2018,335,1346,745,Sold,,,http://www.redfin.com/CA/San-Francisco/815-Tennessee-St-94107/unit-204/home/144232156,MLSListings,ML81769786,N,Y,37.7614764,-122.3892934
PAST SALE,November-9-2018,Condo/Co-op,2171 Sacramento St #6,San Francisco,CA,94109,1325000,2,2,Pacific Heights,984,,1970,723,1347,740,Sold,,,http://www.redfin.com/CA/San-Francisco/2171-Sacramento-St-94109/unit-6/home/1984015,San Francisco MLS,477241,N,Y,37.7902648,-122.4285104
PAST SALE,,Condo/Co-op,2542 Sacramento St #201,San Francisco,CA,94115,1150000,2,1,,985,,1964,,1168,,,,,http://www.redfin.com/CA/San-Francisco/2542-Sacramento-St-94115/unit-201/home/1251817,,,N,Y,37.7899902,-122.4349801
PAST SALE,May-29-2020,Condo/Co-op,1875 Mission St #305,San Francisco,CA,94103,920000,2,1,Inner Mission,852,,2014,156,1080,604,Sold,,,http://www.redfin.com/CA/San-Francisco/1875-Mission-St-94103/unit-305/home/109464974,San Francisco MLS,497083,N,Y,37.7671013,-122.4194461
PAST SALE,,Condo/Co-op,161 Octavia St Unit A,San Francisco,CA,94102,1370000,2,2,,,,1900,,,,,,,http://www.redfin.com/CA/San-Francisco/161-Octavia-St-94102/unit-A/home/911153,,,N,Y,37.7736796,-122.4243009
PAST SALE,February-6-2020,Condo/Co-op,210 Rose St,SAN FRANCISCO,CA,94102,1102101,2,1,SAN FRANCISCO,859,1292,1900,269,1283,175,Sold,,,http://www.redfin.com/CA/San-Francisco/210-Rose-St-94102/home/583227,MLSListings,ML81778353,N,Y,37.7734486,-122.4245385
PAST SALE,December-20-2018,Condo/Co-op,1000 North Point St #1402,San Francisco,CA,94109,1305000,2,1,Russian Hill,1000,,1963,682,1305,1286,Sold,,,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-1402/home/12395377,San Francisco MLS,478238,N,Y,37.8055099,-122.4241573
PAST SALE,October-9-2020,Condo/Co-op,1335 Filbert St #104,San Francisco,CA,94109,950000,2,1,Russian Hill,990,,1924,23,960,576,Sold,,,http://www.redfin.com/CA/San-Francisco/1335-Filbert-St-94109/unit-104/home/1442747,San Francisco MLS,501456,N,Y,37.7995444,-122.4215134
PAST SALE,July-24-2019,Condo/Co-op,272 Douglass St,San Francisco,CA,94114,1500000,2,2,Eureka Valley/Dolore,978,,1909,466,1534,,Sold,,,http://www.redfin.com/CA/San-Francisco/272-Douglass-St-94114/home/21966121,San Francisco MLS,485437,N,Y,37.759408,-122.439492
PAST SALE,May-10-2019,Condo/Co-op,4168 17th St Unit A,San Francisco,CA,94114,1455000,2,2,Corona Heights,921,,1904,541,1580,200,Sold,,,http://www.redfin.com/CA/San-Francisco/4168-17th-St-94114/unit-A/home/28890316,San Francisco MLS,483652,N,Y,37.762489,-122.438855
PAST SALE,February-15-2019,Condo/Co-op,260 King St #425,San Francisco,CA,94107,1135000,2,2,Mission Bay,979,,2004,625,1159,815,Sold,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-425/home/22889172,San Francisco MLS,476521,N,Y,37.7776422,-122.3934181
PAST SALE,February-28-2019,Condo/Co-op,99 Rausch St #326,San Francisco,CA,94103,1205000,2,2,South of Market,857,,2018,612,1406,728,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-326/home/147286539,San Francisco MLS,476736,N,Y,37.7761989,-122.4090638
PAST SALE,,Condo/Co-op,451 Kansas St #392,San Francisco,CA,94107,1300000,2,2,,964,,2007,,1349,,,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-392/home/23424289,,,N,Y,37.764113,-122.4029865
PAST SALE,June-8-2020,Condo/Co-op,350 Broderick St #209,San Francisco,CA,94117,955000,2,1,North Panhandle,835,1393,2007,146,1144,484,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-209/home/22855185,San Francisco MLS,496981,N,Y,37.7734397,-122.4387558
PAST SALE,June-23-2020,Condo/Co-op,1055 Oak St #1,San Francisco,CA,94117,815050,2,1,Hayes Valley,800,,1983,131,1019,,Sold,,,http://www.redfin.com/CA/San-Francisco/1055-Oak-St-94117/unit-1/home/1435500,San Francisco MLS,498602,N,Y,37.7729553,-122.4366471
PAST SALE,May-24-2019,Condo/Co-op,171 Shipley St,SAN FRANCISCO,CA,94107,975000,2,1,SAN FRANCISCO,801,10427,1992,527,1217,499,Sold,,,http://www.redfin.com/CA/San-Francisco/171-Shipley-94107/home/1997225,MLSListings,ML81751224,N,Y,37.7804275,-122.4020322
PAST SALE,April-12-2019,Condo/Co-op,481 Clementina St Unit C,San Francisco,CA,94103,945000,2,2,South of Market,836,,1912,569,1130,450,Sold,,,http://www.redfin.com/CA/San-Francisco/481-Clementina-St-94103/unit-C/home/17305792,San Francisco MLS,481722,N,Y,37.7792238,-122.4055125
PAST SALE,January-8-2019,Condo/Co-op,1203 Guerrero St,San Francisco,CA,94110,1300000,2,1,Noe Valley,907,,1890,663,1433,85,Sold,,,http://www.redfin.com/CA/San-Francisco/1203-Guerrero-St-94110/home/875946,San Francisco MLS,479281,N,Y,37.7517568,-122.4226803
PAST SALE,March-25-2020,Condo/Co-op,45 Bartlett St #704,San Francisco,CA,94105,1300000,2,2,Inner Mission,962,,2014,221,1351,719,Sold,,,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-704/home/109315467,San Francisco MLS,493980,N,Y,37.7559364,-122.419286
PAST SALE,April-15-2020,Condo/Co-op,330 Berry St #226,San Francisco,CA,94158,479108,2,2,Mission Bay,885,,2009,200,541,553,Sold,,,http://www.redfin.com/CA/San-Francisco/330-Berry-St-94158/unit-226/home/28939242,San Francisco MLS,492879,N,Y,37.7735276,-122.3967468
PAST SALE,,Condo/Co-op,3335 Clement St,San Francisco,CA,94121,891000,,4,,,,1907,,,,,,,http://www.redfin.com/CA/San-Francisco/3335-Clement-St-94121/home/2010403,,,N,Y,37.7813307,-122.4951826
PAST SALE,September-21-2020,Condo/Co-op,83-85 Brady St #1,San Francisco,CA,94103,870000,2,1,South of Market,758,,2010,41,1148,547,Sold,,,http://www.redfin.com/CA/San-Francisco/83-85-Brady-St-94103/unit-1/home/28679966,San Francisco MLS,499207,N,Y,37.7726926,-122.4198411
PAST SALE,December-13-2019,Condo/Co-op,436-440 Haight St Unit 436B,San Francisco,CA,94117,615000,2,1,Hayes Valley,865,,1900,324,711,,Sold,,,http://www.redfin.com/CA/San-Francisco/436-Haight-St-94117/unit-436B/home/169231354,San Francisco MLS,489010,N,Y,37.7725098,-122.429532
PAST SALE,November-12-2019,Condo/Co-op,59 Woodward St,San Francisco,CA,94103,780000,2,1,Inner Mission,847,8050,1907,355,921,341,Sold,,,http://www.redfin.com/CA/San-Francisco/59-Woodward-St-94103/home/35646173,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40881812,N,Y,37.7690378,-122.4206963
PAST SALE,March-12-2019,Condo/Co-op,8 Buchanan St #415,San Francisco,CA,94102,1047048,2,2,Hayes Valley,963,,2014,600,1087,623,Sold,,,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-415/home/52508471,San Francisco MLS,471844,N,Y,37.7700742,-122.4262077
PAST SALE,August-5-2019,Condo/Co-op,301 Gough St #7,San Francisco,CA,94102,1590000,2,2,Hayes Valley,963,,1999,454,1651,421,Sold,,,http://www.redfin.com/CA/San-Francisco/301-Gough-St-94102/unit-7/home/148068301,San Francisco MLS,487064,N,Y,37.7761951,-122.423028
PAST SALE,May-2-2019,Condo/Co-op,840 Lake St #1,San Francisco,CA,94118,1060000,2,1,Lake,940,,1924,549,1128,500,Sold,,,http://www.redfin.com/CA/San-Francisco/840-Lake-St-94118/unit-1/home/1261302,San Francisco MLS,482904,N,Y,37.786706,-122.4686334
PAST SALE,July-27-2020,Condo/Co-op,301 Crescent Ct #3305,San Francisco,CA,94134,780000,2,2,Candlestick Point,892,,2007,97,874,497,Sold,,,http://www.redfin.com/CA/San-Francisco/301-Crescent-Ct-94134/unit-3305/home/12277944,San Francisco MLS,499936,N,Y,37.7111771,-122.3880873
PAST SALE,July-5-2019,Condo/Co-op,1300 22nd St #115,San Francisco,CA,94107,1350000,2,2,Potrero Hill,931,,2016,485,1450,701,Sold,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-115/home/166929715,San Francisco MLS,485423,N,Y,37.7578379,-122.3944714
PAST SALE,December-7-2018,Condo/Co-op,611 Mason #602,San Francisco,CA,94108,851000,2,2,Downtown,930,,1986,695,915,726,Sold,,,http://www.redfin.com/CA/San-Francisco/611-Mason-St-94129/unit-602/home/102819514,San Francisco MLS,478135,N,Y,37.789268,-122.4104019
PAST SALE,November-4-2019,Condo/Co-op,3037 Van Ness Ave #2,SAN FRANCISCO,CA,94109,899000,2,1,SAN FRANCISCO,811,3075,1922,363,1109,333,Sold,,,http://www.redfin.com/CA/San-Francisco/3037-Van-Ness-Ave-94109/unit-2/home/113677312,MLSListings,ML81762814,N,Y,37.8036795,-122.4253975
PAST SALE,September-8-2020,Condo/Co-op,6509 Geary Blvd #104,San Francisco,CA,94121,800000,2,1,Central Richmond,763,,1981,54,1048,361,Sold,,,http://www.redfin.com/CA/San-Francisco/6509-Geary-Blvd-94121/unit-104/home/1910220,San Francisco MLS,502263,N,Y,37.7795735,-122.4893134
PAST SALE,April-5-2019,Condo/Co-op,369 18th Ave #410,San Francisco,CA,94121,1140000,2,1.5,Central Richmond,948,,2018,576,1203,532,Sold,,,http://www.redfin.com/CA/San-Francisco/369-18th-Ave-94121/unit-410/home/147885800,San Francisco MLS,479887,N,Y,37.7808413,-122.4774107
PAST SALE,February-8-2019,Condo/Co-op,103 19th Ave,San Francisco,CA,94121,1350000,2,1.5,Lake,1000,,1921,632,1350,250,Sold,,,http://www.redfin.com/CA/San-Francisco/103-19th-Ave-94121/home/12277117,San Francisco MLS,479934,N,Y,37.7857907,-122.4788961
PAST SALE,September-19-2019,Condo/Co-op,20 Crestline Dr #12,San Francisco,CA,94131,1200000,2,2,Twin Peaks,1000,,1964,409,1200,1096,Sold,,,http://www.redfin.com/CA/San-Francisco/20-Crestline-Dr-94131/unit-12/home/17897071,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40864824,N,Y,37.7499049,-122.4457064
PAST SALE,July-3-2019,Condo/Co-op,4483 23rd St #1,San Francisco,CA,94114,1190000,2,1,Noe Valley,924,,1968,487,1288,250,Sold,,,http://www.redfin.com/CA/San-Francisco/4483-23rd-St-94114/unit-1/home/17306177,San Francisco MLS,485828,N,Y,37.7521673,-122.442184
PAST SALE,,Condo/Co-op,20 Crestline Dr #12,San Francisco,CA,94131,975000,,12,,,,1964,,,,,,,http://www.redfin.com/CA/San-Francisco/20-Crestline-Dr-94131/unit-12/home/1509607,,,N,Y,37.7499049,-122.4457064
PAST SALE,October-31-2019,Condo/Co-op,188 Seal Rock Dr,San Francisco,CA,94121,1200000,2,1,Outer Richmond,978,,1947,367,1227,200,Sold,,,http://www.redfin.com/CA/San-Francisco/188-Seal-Rock-Dr-94121/home/12277131,San Francisco MLS,488768,N,Y,37.78087,-122.509455
PAST SALE,February-12-2020,Condo/Co-op,280 Funston Ave,San Francisco,CA,94118,900000,2,1,Inner Richmond,895,,1913,263,1006,,Sold,,,http://www.redfin.com/CA/San-Francisco/280-Funston-Ave-94118/home/11743514,San Francisco MLS,492361,N,Y,37.7830533,-122.4718478
PAST SALE,October-18-2019,Condo/Co-op,2060 Union St #5,San Francisco,CA,94123,1200000,2,1,Cow Hollow,765,,1904,380,1569,452,Sold,,,http://www.redfin.com/CA/San-Francisco/2060-Union-St-94123/unit-5/home/561104,San Francisco MLS,490115,N,Y,37.7976598,-122.4332573
PAST SALE,October-15-2020,Condo/Co-op,1070 Post St #5,San Francisco,CA,94109,815000,2,1.5,Downtown,891,,1911,17,915,431,Sold,,,http://www.redfin.com/CA/San-Francisco/1070-Post-St-94109/unit-5/home/112380869,San Francisco MLS,495829,N,Y,37.7871747,-122.419362
PAST SALE,October-13-2020,Condo/Co-op,1158 Sutter St #7,San Francisco,CA,94109,965000,2,2,Downtown,952,,2008,19,1014,735,Sold,,,http://www.redfin.com/CA/San-Francisco/1158-Sutter-St-94109/unit-7/home/21966400,San Francisco MLS,504361,N,Y,37.788086,-122.4195891
PAST SALE,October-1-2019,Condo/Co-op,1465 Laguna St #5,San Francisco,CA,94115,580000,2,1,Western Addition,850,,1964,397,682,787,Sold,,,http://www.redfin.com/CA/San-Francisco/1465-Laguna-St-94115/unit-5/home/12401187,San Francisco MLS,488604,N,Y,37.7842428,-122.4286183
PAST SALE,June-4-2019,Condo/Co-op,234 Myrtle St #234,San Francisco,CA,94109,905000,2,1,Van Ness/Civic Center,936,,,516,967,340,Sold,,,http://www.redfin.com/CA/San-Francisco/234-Myrtle-St-94109/unit-234/home/1546430,San Francisco MLS,484082,N,Y,37.7852167,-122.4221587
PAST SALE,September-5-2019,Condo/Co-op,1555 Geary Blvd #4,San Francisco,CA,94115,530000,2,1,Western Addition,850,,1963,423,624,794,Sold,,,http://www.redfin.com/CA/San-Francisco/1555-Geary-Blvd-94115/unit-4/home/12401172,San Francisco MLS,485419,N,Y,37.7842428,-122.4286183
PAST SALE,September-9-2020,Condo/Co-op,818 Van Ness Ave #307,SAN FRANCISCO,CA,94109,1041000,2,2,SAN FRANCISCO,991,,2008,53,1050,642,Sold,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-307/home/40138140,MLSListings,ML81793131,N,Y,37.7832423,-122.4204784
PAST SALE,October-5-2020,Condo/Co-op,1158 Sutter St #10,San Francisco,CA,94109,915000,2,2,Downtown,905,,2008,27,1011,708,Sold,,,http://www.redfin.com/CA/San-Francisco/1158-Sutter-St-94109/unit-10/home/17058438,San Francisco MLS,504232,N,Y,37.788086,-122.4195891
PAST SALE,April-5-2019,Condo/Co-op,1800 Leavenworth #1806,San Francisco,CA,94109,1100000,2,1,Russian Hill,926,,1906,576,1188,298,Sold,,,http://www.redfin.com/CA/San-Francisco/1800-Leavenworth-St-94109/unit-1806/home/1770110,San Francisco MLS,481798,N,Y,37.7977983,-122.4168732
PAST SALE,October-29-2019,Condo/Co-op,151 Beaver St Unit A,San Francisco,CA,94114,1180000,2,1,Corona Heights,930,,1906,369,1269,301,Sold,,,http://www.redfin.com/CA/San-Francisco/151-Beaver-St-94114/unit-A/home/1541563,San Francisco MLS,490520,N,Y,37.7648852,-122.4367953
PAST SALE,,Condo/Co-op,116A Day St,San Francisco,CA,94131,1360000,,1,,,,,,,,,,,http://www.redfin.com/CA/San-Francisco/116A-Day-St-94131/home/1569993,,,N,Y,37.743236,-122.425066
PAST SALE,December-4-2018,Condo/Co-op,626 630A 9th Ave Unit 630A,San Francisco,CA,94118,1175000,2,2.5,Inner Richmond,884,,1913,698,1329,,Sold,,,http://www.redfin.com/CA/San-Francisco/630A-9th-Ave-94118/unit-630A/home/148012844,San Francisco MLS,478453,N,Y,37.7764839,-122.467041
PAST SALE,October-8-2020,Condo/Co-op,2006 22nd St,San Francisco,CA,94107,966000,2,2,Potrero Hill,871,,1900,24,1109,,Sold,,,http://www.redfin.com/CA/San-Francisco/2006-22nd-St-94107/home/1281776,San Francisco MLS,504825,N,Y,37.7573854,-122.4013326
PAST SALE,April-23-2019,Condo/Co-op,201 Sansome St #902,San Francisco,CA,94104,1130000,2,2,Financial District,985,,1909,558,1147,697,Sold,,,http://www.redfin.com/CA/San-Francisco/201-Sansome-St-94104/unit-902/home/12402398,San Francisco MLS,481898,N,Y,37.7922568,-122.4012423
PAST SALE,September-10-2019,Condo/Co-op,36 Rico Way Unit a,San Francisco,CA,94123,1160000,2,2,Marina,986,,,418,1176,284,Sold,,,http://www.redfin.com/CA/San-Francisco/36-Rico-Way-94123/unit-a/home/168984671,San Francisco MLS,489734,N,Y,37.8049401,-122.4390061
PAST SALE,May-8-2020,Condo/Co-op,201 Harrison St #921,San Francisco,CA,94105,925000,2,2,South Beach,797,,1991,177,1161,757,Sold,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-921/home/1344336,San Francisco MLS,496581,N,Y,37.7875875,-122.3904715
PAST SALE,February-4-2019,Condo/Co-op,2056 10th Ave,San Francisco,CA,94116,1175000,2,1,Golden Gate Heights,966,,1946,636,1216,100,Sold,,,http://www.redfin.com/CA/San-Francisco/2056-10th-Ave-94116/home/21994397,San Francisco MLS,480075,N,Y,37.749918,-122.466067
PAST SALE,October-23-2020,Condo/Co-op,1205 37th Ave,San Francisco,CA,94122,901000,2,1,Outer Sunset,865,,1945,9,1042,190,Sold,,,http://www.redfin.com/CA/San-Francisco/1205-37th-Ave-94122/home/40138643,San Francisco MLS,506153,N,Y,37.7643569,-122.4967175
PAST SALE,July-13-2020,Condo/Co-op,1910 Divisadero St #3,San Francisco,CA,94115,775000,2,1,Lower Pacific Height,845,,1912,111,917,223,Sold,,,http://www.redfin.com/CA/San-Francisco/1910-Divisadero-St-94115/unit-3/home/1618284,San Francisco MLS,495534,N,Y,37.7873682,-122.4400223
PAST SALE,,Condo/Co-op,1598 Bay St #100,San Francisco,CA,94123,2085000,2,2,,,,2018,,,,,,,http://www.redfin.com/CA/San-Francisco/1598-Bay-St-94123/unit-100/home/147291271,,,N,Y,37.8033848,-122.433077
PAST SALE,July-26-2019,Condo/Co-op,109 Bartlett St #403,San Francisco,CA,94110,850000,2,1,Inner Mission,798,,1990,464,1065,532,Sold,,,http://www.redfin.com/CA/San-Francisco/109-Bartlett-St-94110/unit-403/home/12395730,San Francisco MLS,486993,N,Y,37.7550266,-122.4195051
PAST SALE,July-20-2020,Condo/Co-op,378 San Carlos St,San Francisco,CA,94110,1120000,2,1,Inner Mission,984,,1889,104,1138,325,Sold,,,http://www.redfin.com/CA/San-Francisco/378-San-Carlos-St-94110/home/12402307,San Francisco MLS,499676,N,Y,37.7573276,-122.4199228
PAST SALE,,Condo/Co-op,150 San Carlos St #152,San Francisco,CA,94110,965000,8,4,,,,1908,,,,,,,http://www.redfin.com/CA/San-Francisco/150-San-Carlos-St-94110/unit-152/home/710637,,,N,Y,37.7609353,-122.4202519
PAST SALE,August-21-2020,Condo/Co-op,239 26th Ave #203,San Francisco,CA,94121,865000,2,1,Lake,889,,1963,72,973,300,Sold,,,http://www.redfin.com/CA/San-Francisco/239-26th-Ave-94121/unit-203/home/24546049,San Francisco MLS,500465,N,Y,37.7849095,-122.4863342
PAST SALE,September-5-2019,Condo/Co-op,480 Corbett Ave,San Francisco,CA,94114,1050000,2,1,Twin Peaks,950,,1949,423,1105,228,Sold,,,http://www.redfin.com/CA/San-Francisco/480-Corbett-Ave-94114/home/1946457,San Francisco MLS,488218,N,Y,37.7575844,-122.4451934
